gnl|CDD|399104	Dam	pfam05869	DNA N-6-adenine-methyltransferase (Dam).  This family consists of several bacterial and phage DNA N-6-adenine-methyltransferase (Dam) like sequences.
gnl|CDD|395471	Phage_integrase	pfam00589	Phage integrase family.  Members of this family cleave DNA substrates by a series of staggered cuts
gnl|CDD|411216	transpos_ISNCY_2	NF033594	ISNCY family transposase.  The ISNCY insertion sequence family
gnl|CDD|173534	PTZ00341	PTZ00341	Ring-infected erythrocyte surface antigen; Provisional.
gnl|CDD|407769	RT_RNaseH_2	pfam17919	RNase H-like domain found in reverse transcriptase.
gnl|CDD|407767	RT_RNaseH	pfam17917	RNase H-like domain found in reverse transcriptase.  DNA polymerase and ribonuclease H (RNase H) activities allow reverse transcriptases to convert the single-stranded retroviral RNA genome into double-stranded DNA
gnl|CDD|260006	RNase_HI_RT_Ty3	cd09274	Ty3/Gypsy family of RNase HI in long-term repeat retroelements.  Ribonuclease H (RNase H) enzymes are divided into two major families
gnl|CDD|238185	RT_like	cd00304	RT_like: Reverse transcriptase (RT
gnl|CDD|237177	PRK12704	PRK12704	phosphodiesterase; Provisional.
gnl|CDD|373297	zf-CCHC_5	pfam14787	GAG-polyprotein viral zinc-finger.
gnl|CDD|238827	RT_nLTR_like	cd01650	RT_nLTR: Non-LTR (long terminal repeat) retrotransposon and non-LTR retrovirus reverse transcriptase (RT). This subfamily contains both non-LTR retrotransposons and non-LTR retrovirus RTs. RTs catalyze the conversion of single-stranded RNA into double-stranded DNA for integration into host chromosomes. RT is a multifunctional enzyme with RNA-directed DNA polymerase
gnl|CDD|238828	RT_G2_intron	cd01651	RT_G2_intron: Reverse transcriptases (RTs) with group II intron origin. RT transcribes DNA using RNA as template. Proteins in this subfamily are found in bacterial and mitochondrial group II introns. Their most probable ancestor was a retrotransposable element with both gag-like and pol-like genes. This subfamily of proteins appears to have captured the RT sequences from transposable elements
gnl|CDD|397447	Exo_endo_phos	pfam03372	Endonuclease/Exonuclease/phosphatase family.  This large family of proteins includes magnesium dependent endonucleases and a large number of phosphatases involved in intracellular signalling. This family includes: AP endonuclease proteins EC:4.2.99.18
gnl|CDD|197310	L1-EN	cd09076	Endonuclease domain (L1-EN) of the non-LTR retrotransposon LINE-1 (L1)
gnl|CDD|238824	RT_Bac_retron_I	cd01646	RT_Bac_retron_I: Reverse transcriptases (RTs) in bacterial retrotransposons or retrons. The polymerase reaction of this enzyme leads to the production of a unique RNA-DNA complex called msDNA (multicopy single-stranded (ss)DNA) in which a small ssDNA branches out from a small ssRNA molecule via a 2'-5'phosphodiester linkage. Bacterial retron RTs produce cDNA corresponding to only a small portion of the retron genome.
gnl|CDD|277110	PHD_KDM7	cd15640	PHD finger found in lysine-specific demethylase 7 (KDM7).  KDM7
gnl|CDD|277029	PHD_PHF2_like	cd15554	PHD finger found in PHF2
gnl|CDD|277105	PHD_PYGO1	cd15635	PHD finger found in pygopus homolog 1 (PYGO1).  PYGO1 is a homolog of Drosophila melanogaster protein pygopus (dPYGO)
gnl|CDD|277026	PHD_PYGO	cd15551	PHD finger found in PYGO proteins.  The family includes Drosophila melanogaster protein pygopus (dPYGO) and its two homologs
gnl|CDD|214584	PHD	smart00249	PHD zinc finger.  The plant homeodomain (PHD) finger is a C4HC3 zinc-finger-like motif found in nuclear proteins thought to be involved in epigenetics and chromatin-mediated transcriptional regulation. The PHD finger binds two zinc ions using the so-called 'cross-brace' motif and is thus structurally related to the RING finger and the FYVE finger. It is not yet known if PHD fingers have a common molecular function. Several reports suggest that it can function as a protein-protein interacton domain and it was recently demonstrated that the PHD finger of p300 can cooperate with the adjacent BROMO domain in nucleosome binding in vitro. Other reports suggesting that the PHD finger is a ubiquitin ligase have been refuted as these domains were RING fingers misidentified as PHD fingers.
gnl|CDD|277106	PHD_PYGO2	cd15636	PHD finger found in pygopus homolog 2 (PYGO2).  PYGO2 is a homolog of Drosophila melanogaster protein pygopus (dPYGO)
gnl|CDD|395503	PHD	pfam00628	PHD-finger.  PHD folds into an interleaved type of Zn-finger chelating 2 Zn ions in a similar manner to that of the RING and FYVE domains. Several PHD fingers have been identified as binding modules of methylated histone H3.
gnl|CDD|276966	PHD_SF	cd15489	PHD finger superfamily.  The PHD finger superfamily includes a canonical plant homeodomain (PHD) finger typically characterized as Cys4HisCys3
gnl|CDD|405252	Exo_endo_phos_2	pfam14529	Endonuclease-reverse transcriptase.  This domain represents the endonuclease region of retrotransposons from a range of bacteria
gnl|CDD|238826	TERT	cd01648	TERT: Telomerase reverse transcriptase (TERT). Telomerase is a ribonucleoprotein (RNP) that synthesizes telomeric DNA repeats. The telomerase RNA subunit provides the template for synthesis of these repeats. The catalytic subunit of RNP is known as telomerase reverse transcriptase (TERT). The reverse transcriptase (RT) domain is located in the C-terminal region of the TERT polypeptide. Single amino acid substitutions in this region lead to telomere shortening and senescence. Telomerase is an enzyme that
gnl|CDD|225881	COG3344	COG3344	Retron-type reverse transcriptase [DNA replication
gnl|CDD|197311	R1-I-EN	cd09077	Endonuclease domain encoded by various R1- and I-clade non-long terminal repeat retrotransposons.  This family contains the endonuclease (EN) domain of various non-long terminal repeat (non-LTR) retrotransposons
gnl|CDD|238141	SGNH_hydrolase	cd00229	SGNH_hydrolase
gnl|CDD|239946	SGNH_hydrolase_like_7	cd04502	Members of the SGNH-hydrolase superfamily
gnl|CDD|238866	sialate_O-acetylesterase_like2	cd01828	sialate_O-acetylesterase_like subfamily of the SGNH-hydrolases
gnl|CDD|404371	Lipase_GDSL_2	pfam13472	GDSL-like Lipase/Acylhydrolase family.  This family of presumed lipases and related enzymes are similar to pfam00657.
gnl|CDD|239945	SGNH_hydrolase_like_4	cd04501	Members of the SGNH-hydrolase superfamily
gnl|CDD|238870	SGNH_hydrolase_like_1	cd01832	Members of the SGNH-hydrolase superfamily
gnl|CDD|197306	EEP	cd08372	Exonuclease-Endonuclease-Phosphatase (EEP) domain superfamily.  This large superfamily includes the catalytic domain (exonuclease/endonuclease/phosphatase or EEP domain) of a diverse set of proteins including the ExoIII family of apurinic/apyrimidinic (AP) endonucleases
gnl|CDD|197317	EEP-1	cd09083	Exonuclease-Endonuclease-Phosphatase domain; uncharacterized family 1.  This family of uncharacterized proteins belongs to a superfamily that includes the catalytic domain (exonuclease/endonuclease/phosphatase
gnl|CDD|238871	XynB_like	cd01833	SGNH_hydrolase subfamily
gnl|CDD|239569	RT_Bac_retron_II	cd03487	RT_Bac_retron_II: Reverse transcriptases (RTs) in bacterial retrotransposons or retrons. The polymerase reaction of this enzyme leads to the production of a unique RNA-DNA complex called msDNA (multicopy single-stranded (ss)DNA) in which a small ssDNA branches out from a small ssRNA molecule via a 2'-5'phosphodiester linkage. Bacterial retron RTs produce cDNA corresponding to only a small portion of the retron genome.
gnl|CDD|197307	ExoIII_AP-endo	cd09073	Escherichia coli exonuclease III (ExoIII)-like apurinic/apyrimidinic (AP) endonucleases.  The ExoIII family AP endonucleases belong to the large EEP (exonuclease/endonuclease/phosphatase) superfamily that contains functionally diverse enzymes that share a common catalytic mechanism of cleaving phosphodiester bonds. AP endonucleases participate in the DNA base excision repair (BER) pathway. AP sites are one of the most common lesions in cellular DNA. During BER
gnl|CDD|276992	PHD_TCF19_like	cd15517	PHD finger found in Transcription factor 19 (TCF-19)
gnl|CDD|277014	PHD1_AIRE	cd15539	PHD finger 1 found in autoimmune regulator (AIRE).  AIRE
gnl|CDD|276979	PHD_PRHA_like	cd15504	PHD finger found in Arabidopsis thaliana pathogenesis-related homeodomain protein (PRHA) and similar proteins.  PRHA is a homeodomain protein encoded by a single-copy Arabidopsis thaliana homeobox gene
gnl|CDD|276997	PHD_TAF3	cd15522	PHD finger found in transcription initiation factor TFIID subunit 3 (TAF3).  TAF3 (also termed 140 kDa TATA box-binding protein-associated factor
gnl|CDD|277027	PHD_PHF3_like	cd15552	PHD finger found in PHD finger protein 3 (PHF3)
gnl|CDD|277031	PHD_MMD1_like	cd15556	PHD finger found in Arabidopsis thaliana PHD finger protein MALE MEIOCYTE DEATH 1 (MMD1)
gnl|CDD|277025	PHD_MLL5	cd15550	PHD finger found in mixed lineage leukemia 5 (MLL5).  MLL5 is a histone methyltransferase that plays a key role in hematopoiesis
gnl|CDD|277109	PHD_DIDO1_like	cd15639	PHD finger found in death-inducer obliterator variants Dido1
gnl|CDD|277082	PHD_TCF19	cd15609	PHD finger found in Transcription factor 19 (TCF-19) and similar proteins.  TCF-19
gnl|CDD|277035	PHD2_3_BPTF	cd15560	PHD finger 2 and 3 found in bromodomain and PHD finger-containing transcription factor (BPTF).  BPTF
gnl|CDD|276993	PHD_Ecm5p_Lid2p_like	cd15518	PHD finger found in Saccharomyces cerevisiae extracellular matrix protein 5 (Ecm5p)
gnl|CDD|277028	PHD_Cfp1	cd15553	PHD finger found in CXXC-type zinc finger protein 1 (Cfp1).  Cfp1
gnl|CDD|276978	PHD2_MTF2_PHF19_like	cd15503	PHD finger 2 found in polycomb repressive complex 2 (PRC2)-associated polycomb-like (PCL) family proteins MTF2
gnl|CDD|277083	PHD3_KDM5A_like	cd15610	PHD finger 3 found in Lysine-specific demethylase 5A (KDM5A)
gnl|CDD|277186	PHD_SPP1	cd16039	PHD finger found in Set1 complex component SPP1.  Set1C component SPP1
gnl|CDD|223780	XthA	COG0708	Exonuclease III [DNA replication
gnl|CDD|197318	EEP-2	cd09084	Exonuclease-Endonuclease-Phosphatase (EEP) domain superfamily; uncharacterized family 2.  This family of uncharacterized proteins belongs to a superfamily that includes the catalytic domain (exonuclease/endonuclease/phosphatase
gnl|CDD|197314	TDP2	cd09080	Phosphodiesterase domain of human TDP2
gnl|CDD|197321	Ape1-like_AP-endo	cd09087	Human Ape1-like subfamily of the ExoIII family apurinic/apyrimidinic (AP) endonucleases.  This subfamily includes human Ape1 (also known as Apex
gnl|CDD|197319	Mth212-like_AP-endo	cd09085	Methanothermobacter thermautotrophicus Mth212-like subfamily of the ExoIII family purinic/apyrimidinic (AP) endonucleases.  This subfamily includes the thermophilic archaeon Methanothermobacter thermautotrophicus Mth212and related proteins. These are Escherichia coli exonuclease III (ExoIII)-like AP endonucleases and they belong to the large EEP (exonuclease/endonuclease/phosphatase) superfamily that contains functionally diverse enzymes that share a common catalytic mechanism of cleaving phosphodiester bonds. AP endonucleases participate in the DNA base excision repair (BER) pathway. AP sites are one of the most common lesions in cellular DNA. During BER
gnl|CDD|404792	zf-RVT	pfam13966	zinc-binding in reverse transcriptase.  This domain would appear to be a zinc-binding region of a putative reverse transcriptase.
gnl|CDD|276983	PHD3_KMT2A_like	cd15508	PHD finger 3 found in histone-lysine N-methyltransferase 2A (KMT2A) and 2B (KMT2B).  This family includes histone-lysine N-methyltransferase trithorax (Trx) like proteins
gnl|CDD|277067	PHD3_KMT2A	cd15592	PHD finger 3 found in histone-lysine N-methyltransferase 2A (KMT2A).  KMT2A (also termed ALL-1
gnl|CDD|277108	PHD_PHF3	cd15638	PHD finger found in PHD finger protein 3 (PHF3).  PHF3 is a human homolog of yeast protein bypass of Ess1 (Bye1)
gnl|CDD|277085	PHD_AL_plant	cd15613	PHD finger found in plant Alfin1-like (AL) proteins.  AL proteins are ubiquitously expressed nuclear proteins existing only in plants. They are involved in chromatin regulation by binding to tri- and dimethylated histone H3 at lysine 4 (H3K4me3/2)
gnl|CDD|226098	ElsH	COG3568	Metal-dependent hydrolase [General function prediction only].
gnl|CDD|277003	PHD1_PHF10	cd15528	PHD finger 1 found in PHD finger protein 10 (PHF10) and similar proteins.  PHF10
gnl|CDD|197336	Nape_like_AP-endo	cd10281	Neisseria meningitides Nape-like subfamily of the ExoIII family purinic/apyrimidinic (AP) endonucleases.  This subfamily includes Neisseria meningitides Nape and related proteins. These are Escherichia coli exonuclease III (ExoIII)-like AP endonucleases and belong to the large EEP (exonuclease/endonuclease/phosphatase) superfamily that contains functionally diverse enzymes that share a common catalytic mechanism of cleaving phosphodiester bonds. AP endonucleases participate in the DNA base excision repair (BER) pathway. AP sites are one of the most common lesions in cellular DNA. During BER the damaged DNA is first recognized by DNA glycosylase. AP endonucleases then catalyze the hydrolytic cleavage of the phosphodiester bond 5' to the AP site
gnl|CDD|197320	ExoIII-like_AP-endo	cd09086	Escherichia coli exonuclease III (ExoIII) and Neisseria meningitides NExo-like subfamily of the ExoIII family purinic/apyrimidinic (AP) endonucleases.  This subfamily includes Escherichia coli ExoIII
gnl|CDD|276994	PHD1_Lid2p_like	cd15519	PHD finger 1 found in Schizosaccharomyces pombe Lid2 complex component Lid2p and similar proteins.  Lid2p is a trimethyl H3K4 (H3K4me3) demethylase responsible for H3K4 hypomethylation in heterochromatin. It interacts with the histone lysine-9 methyltransferase
gnl|CDD|277087	PHD_ARID4_like	cd15615	PHD finger found in Arabidopsis thaliana AT-rich interactive domain-containing protein 4 (ARID4) and similar proteins.  This family includes A. thaliana ARID4 (ARID domain-containing protein 4) and similar proteins. Their biological roles remain unclear
gnl|CDD|273186	DNA-apurinic_or_apyrimidinic_site_lyase	TIGR00633	exodeoxyribonuclease III (xth).  All proteins in this family for which functions are known are 5' AP endonucleases that funciton in base excision repair and the repair of abasic sites in DNA.This family is based on the phylogenomic analysis of JA Eisen (1999
gnl|CDD|276989	PHD6_KMT2C_like	cd15514	PHD finger 6 found in Histone-lysine N-methyltransferase 2C (KMT2C) and PHD finger 5 found in KMT2D.  KMT2C
gnl|CDD|277157	PHD3_KDM5B	cd15687	PHD finger 3 found in lysine-specific demethylase 5B (KDM5B).  KDM5B
gnl|CDD|236970	PRK11756	PRK11756	exonuclease III; Provisional.
gnl|CDD|235600	PRK05771	PRK05771	V-type ATP synthase subunit I; Validated.
gnl|CDD|276967	PHD_BRPF_JADE_like	cd15492	PHD finger found in BRPF proteins
gnl|CDD|276977	PHD_Phf1p_Phf2p_like	cd15502	PHD finger found in Schizosaccharomyces pombe SWM histone demethylase complex subunits Phf1 (Phf1p) and Phf2 (Phf2p).  Phf1p and Phf2p are components of the SWM histone demethylase complex that specifically demethylates histone H3 at lysine 9 (H3K9me2)
gnl|CDD|272954	Exodeoxyribonuclease_III	TIGR00195	exodeoxyribonuclease III.  The model brings in reverse transcriptases at scores below 50
gnl|CDD|277098	PHD_BAZ1B	cd15628	PHD finger found in bromodomain adjacent to zinc finger domain protein 1B (BAZ1B).  BAZ1B
gnl|CDD|277019	PHD_BAZ1A_like	cd15544	PHD finger found in bromodomain adjacent to zinc finger domain protein BAZ1A and BAZ1B.  BAZ1A
gnl|CDD|277020	PHD_BAZ2A_like	cd15545	PHD finger found in bromodomain adjacent to zinc finger domain protein 2A (BAZ2A) and 2B (BAZ2B).  BAZ2A
gnl|CDD|238823	RT_Rtv	cd01645	RT_Rtv: Reverse transcriptases (RTs) from retroviruses (Rtvs). RTs catalyze the conversion of single-stranded RNA into double-stranded viral DNA for integration into host chromosomes. Proteins in this subfamily contain long terminal repeats (LTRs) and are multifunctional enzymes with RNA-directed DNA polymerase
gnl|CDD|279452	MP	pfam01107	Viral movement protein (MP).  This family includes a variety of movement proteins (MP)s. The MP is necessary for the initial cell-to-cell movement during the early stages of a viral infection. This movement is active
gnl|CDD|133136	retropepsin_like	cd00303	Retropepsins; pepsin-like aspartate proteases.  The family includes pepsin-like aspartate proteases from retroviruses
gnl|CDD|404682	Myb_DNA-bind_4	pfam13837	Myb/SANT-like DNA-binding domain.  This presumed domain appears to be related to other Myb/SANT-like DNA binding domains. In particular pfam10545 seems most related. This family is greatly expanded in plants and appears in several proteins annotated as transposon proteins.
gnl|CDD|213402	GT1	cd12203	GT1
gnl|CDD|197322	Ape2-like_AP-endo	cd09088	Human Ape2-like subfamily of the ExoIII family purinic/apyrimidinic (AP) endonucleases.  This subfamily includes human APE2
gnl|CDD|396089	Transposase_1	pfam01359	Transposase (partial DDE domain).  This family includes the mariner transposase.
gnl|CDD|411180	transpos_IS630	NF033545	IS630 family transposase.
gnl|CDD|407758	HTH_48	pfam17906	HTH domain in Mos1 transposase.  The N-terminal domain of the Mos1 Mariner transposase comprises two HTH domains. This HTH domain binds in the DNA major groove to the transposons inverted repeats.
gnl|CDD|404455	HTH_32	pfam13565	Homeodomain-like domain.
gnl|CDD|404269	DDE_3	pfam13358	DDE superfamily endonuclease.  This family of proteins are related to pfam00665 and are probably endonucleases of the DDE superfamily. Transposase proteins are necessary for efficient DNA transposition. This domain is a member of the DDE superfamily
gnl|CDD|225949	COG3415	COG3415	Transposase and inactivated derivatives [DNA replication
gnl|CDD|404317	HTH_24	pfam13412	Winged helix-turn-helix DNA-binding.
gnl|CDD|372752	DDE_Tnp_1_7	pfam13843	Transposase IS4.
gnl|CDD|395028	RNase_H	pfam00075	RNase H.  RNase H digests the RNA strand of an RNA/DNA hybrid. Important enzyme in retroviral replication cycle
gnl|CDD|223405	RnhA	COG0328	Ribonuclease HI [DNA replication
gnl|CDD|260010	RNase_HI_prokaryote_like	cd09278	RNase HI family found mainly in prokaryotes.  Ribonuclease H (RNase H) is classified into two evolutionarily unrelated families
gnl|CDD|260012	RNase_HI_eukaryote_like	cd09280	Eukaryotic RNase H is essential and is longer and more complex than their prokaryotic counterparts.  Ribonuclease H (RNase H) is classified into two families
gnl|CDD|260011	RNase_HI_like	cd09279	RNAse HI family that includes archaeal
gnl|CDD|178927	rnhA	PRK00203	ribonuclease H; Reviewed.
gnl|CDD|260005	RNase_HI_RT_Bel	cd09273	Bel/Pao family of RNase HI in long-term repeat retroelements.  Ribonuclease H (RNase H) enzymes are divided into two major families
gnl|CDD|260009	RNase_HI_bacteria_like	cd09277	Bacterial RNase HI containing a hybrid binding domain (HBD) at the N-terminus.  Ribonuclease H (RNase H) enzymes are divided into two major families
gnl|CDD|139967	rnhA	PRK13907	ribonuclease H; Provisional.
gnl|CDD|400537	RVP_2	pfam08284	Retroviral aspartyl protease.  Single domain aspartyl proteases from retroviruses
gnl|CDD|407771	Integrase_H2C2	pfam17921	Integrase zinc binding domain.  This zinc binding domain is found in a wide variety of integrase proteins.
gnl|CDD|349335	CD_POL_like	cd18979	chromodomain of a Zea maize putative metaviridae (gypsy-type) retrotransposon polyproteins (Z195D10.9)
gnl|CDD|277074	PHD5_KMT2D	cd15601	PHD finger 5 found in Histone-lysine N-methyltransferase 2D (KMT2D).  KMT2D
gnl|CDD|274008	Chromosome_partition_protein_Smc	TIGR02168	chromosome segregation protein SMC
gnl|CDD|274009	chromosome_segregation_protein_related_ptotein	TIGR02169	chromosome segregation protein SMC
gnl|CDD|397235	Transposase_22	pfam02994	L1 transposable element RBD-like domain.  This entry represents the RBD-like domain.
gnl|CDD|277045	PHD_Bye1p_SIZ1_like	cd15570	PHD domain found in Saccharomyces cerevisiae bypass of ESS1 protein 1 (Bye1p)
gnl|CDD|399013	Dimer_Tnp_hAT	pfam05699	hAT family C-terminal dimerization region.  This dimerization region is found at the C-terminus of the transposases of elements belonging to the Activator superfamily (hAT element superfamily). The isolated dimerization region forms extremely stable dimers in vitro.
gnl|CDD|405121	DUF4413	pfam14372	Domain of unknown function (DUF4413).  This domain is part of an RNase-H fold section of longer proteins some of which are transposable elements possibly of the Pong type
